"Volcano Number","Volcano Name","Country","Volcanic Region Group","Volcanic Region","Volcano Landform","Primary Volcano Type","Activity Evidence","Last Known Eruption","Latitude","Longitude","Elevation (m)","Dominant Rock Type","Tectonic Setting"
"224060","Jos Plateau","Nigeria","Northern Africa Volcanic Regions","Western Africa Volcanic Province","Cluster","Volcanic field",NA,NA,"9.5","9","1177",NA,NA
"225007","Haruj","Libya","Northern Africa Volcanic Regions","East Central Sahara Volcanic Province","Cluster","Volcanic field",NA,NA,"27.25","17.5","1200","Basalt / Picro-Basalt","Intraplate / Continental crust (>25 km)"
"225008","Waw an Namous","Libya","Northern Africa Volcanic Regions","East Central Sahara Volcanic Province","Caldera","Caldera",NA,NA,"24.905999999999999","17.771999999999998","470","Basalt / Picro-Basalt","Intraplate / Continental crust (>25 km)"
"225800","Tin Taralle Volcanic Field","Niger","Northern Africa Volcanic Regions","West Central Sahara Volcanic Province","Cluster","Volcanic field",NA,NA,"18.27","9.33","0",NA,"Intraplate / Continental crust (>25 km)"
"225801","Cap-Vert","Senegal","Northern Africa Volcanic Regions","Senegalo-Mauritania Basin Volcanic Province","Minor","Volcanic field",NA,NA,"14.723800000000001","-17.501899999999999","106",NA,"Intraplate / Continental crust (>25 km)"
"225802","Oulmes Volcanic Field","Morocco","Northern Africa Volcanic Regions","Northwestern Africa Volcanic Province","Cluster","Volcanic field",NA,NA,"33.33","-6","0",NA,"Intraplate / Continental crust (>25 km)"
"225803","Rekkame Volcanic Field","Morocco","Northern Africa Volcanic Regions","Northwestern Africa Volcanic Province","Cluster","Explosion crater(s)",NA,NA,"33.17","-3.33","1500",NA,"Intraplate / Continental crust (>25 km)"
"225804","Nemours-Nedroma","Algeria","Northern Africa Volcanic Regions","Northwestern Africa Volcanic Province","Cluster","Volcanic field",NA,NA,"35.07","-2","444",NA,"Intraplate / Continental crust (>25 km)"
"225805","Tafna Beni Saf","Algeria","Northern Africa Volcanic Regions","Northwestern Africa Volcanic Province","Cluster","Volcanic field",NA,NA,"35.28","-1.45","480",NA,"Intraplate / Continental crust (>25 km)"
"225806","Gharyan Volcanic Field","Libya","Northern Africa Volcanic Regions","East Central Sahara Volcanic Province","Composite","Stratovolcano(es)",NA,NA,"32","13.25","850",NA,"Intraplate / Continental crust (>25 km)"
"225812","In Teria Volcanic Field","Algeria","Northern Africa Volcanic Regions","West Central Sahara Volcanic Province","Cluster","Tuff ring(s)",NA,NA,"25.084700000000002","8.0090000000000003","575",NA,"Intraplate / Continental crust (>25 km)"
"225813","Azrou Volcanic Field","Morocco","Northern Africa Volcanic Regions","Northwestern Africa Volcanic Province","Cluster","Volcanic field",NA,NA,"33.67","-5.17","1785",NA,"Intraplate / Continental crust (>25 km)"
"225814","Oujda Volcanic Field","Morocco","Northern Africa Volcanic Regions","Northwestern Africa Volcanic Province","Cluster","Volcanic field",NA,NA,"34.53","-3.3","700",NA,"Intraplate / Continental crust (>25 km)"
"225815","Mrit-Ment Volcanic Field","Morocco","Northern Africa Volcanic Regions","Northwestern Africa Volcanic Province","Cluster","Volcanic field",NA,NA,"33.47","-2.97","700",NA,"Intraplate / Continental crust (>25 km)"
"225816","Berguent Volcanic Field","Morocco","Northern Africa Volcanic Regions","Northwestern Africa Volcanic Province","Cluster","Volcanic field",NA,NA,"33.75","-2.4","1200",NA,"Intraplate / Continental crust (>25 km)"
"225817","Chott Tigri Volcanic Field","Morocco","Northern Africa Volcanic Regions","Northwestern Africa Volcanic Province","Cluster","Volcanic field",NA,NA,"32.92","-1.85","1388",NA,"Intraplate / Continental crust (>25 km)"
"225818","Chi, Tarso Emi","Chad","Northern Africa Volcanic Regions","East Central Sahara Volcanic Province","Cluster","Volcanic field",NA,NA,"21.22","18.52","2650",NA,"Intraplate / Continental crust (>25 km)"
"225819","Ahon, Tarso","Chad","Northern Africa Volcanic Regions","East Central Sahara Volcanic Province","Cluster","Volcanic field",NA,NA,"20.539000000000001","18.29","3325",NA,"Intraplate / Continental crust (>25 km)"
"230010","Kaukab","Syria","Arabia-Central Asia Volcanic Regions","Northern Arabia Volcanic Province","Cluster","Volcanic field",NA,NA,"36.536000000000001","40.857999999999997","516","Basalt / Picro-Basalt","Rift zone / Continental crust (>25 km)"
"230800","Tigris Lava Flows","Syria","Arabia-Central Asia Volcanic Regions","Northern Arabia Volcanic Province","Cluster","Volcanic field",NA,NA,"37.130000000000003","41.85","693",NA,"Rift zone / Continental crust (>25 km)"
"230801","Feidat el-Mieza","Syria","Arabia-Central Asia Volcanic Regions","Northern Arabia Volcanic Province","Minor","Volcanic field",NA,NA,"35.843000000000004","40.616999999999997","404",NA,"Rift zone / Continental crust (>25 km)"
"230802","Himmat el-Jazira","Syria","Arabia-Central Asia Volcanic Regions","Northern Arabia Volcanic Province","Cluster","Cone(s)",NA,NA,"35.707999999999998","39.966000000000001","473",NA,"Unknown"
"231015","Rahah-'Uwayrid, Harrat ar","Saudi Arabia","Arabia-Central Asia Volcanic Regions","Western Arabia Volcanic Province","Cluster","Volcanic field",NA,NA,"27.408000000000001","37.279000000000003","1700",NA,"Intraplate / Continental crust (>25 km)"
"231073","Baqarah, Jabal","Saudi Arabia","Arabia-Central Asia Volcanic Regions","Southwest Arabia Volcanic Province","Minor","Cone",NA,NA,"18.024000000000001","42.091999999999999","331",NA,"Intraplate / Continental crust (>25 km)"
"231806","Hutaymah, Harrat","Saudi Arabia","Arabia-Central Asia Volcanic Regions","Western Arabia Volcanic Province","Cluster","Volcanic field",NA,NA,"26.98","42.4","0",NA,"Intraplate / Continental crust (>25 km)"
"231807","Haylah, Jibal al","Saudi Arabia","Arabia-Central Asia Volcanic Regions","Southwest Arabia Volcanic Province","Minor","Cone",NA,NA,"18.515000000000001","42.051000000000002","761",NA,"Intraplate / Continental crust (>25 km)"
"232001","Sahand","Iran","Arabia-Central Asia Volcanic Regions","Caucasus Volcanic Province","Composite","Stratovolcano",NA,NA,"37.75","46.43","3707","Andesite / Basaltic Andesite","Intraplate / Continental crust (>25 km)"
"232002","Sabalan","Iran","Arabia-Central Asia Volcanic Regions","Caucasus Volcanic Province","Composite","Stratovolcano",NA,NA,"38.268000000000001","47.835000000000001","4784","Andesite / Basaltic Andesite","Intraplate / Continental crust (>25 km)"
"232003","Saray","Iran","Arabia-Central Asia Volcanic Regions","Caucasus Volcanic Province","Minor",NA,NA,NA,"37.860999999999997","45.476999999999997","2060",NA,"Intraplate / Continental crust (>25 km)"
"232020","Qal'eh Hasan Ali","Iran","Arabia-Central Asia Volcanic Regions","Central Asia Volcanic Province","Cluster","Maar(s)",NA,NA,"29.375","57.55","2400","Trachybasalt / Tephrite Basanite","Intraplate / Continental crust (>25 km)"
"232030","Bazman","Iran","Arabia-Central Asia Volcanic Regions","Central Asia Volcanic Province","Composite","Stratovolcano",NA,NA,"28.07","60","3490","Andesite / Basaltic Andesite","Intraplate / Continental crust (>25 km)"
"232040","Nader","Iran","Arabia-Central Asia Volcanic Regions","Central Asia Volcanic Province","Cluster","Volcanic field",NA,NA,"28.17","60.67","1500","Basalt / Picro-Basalt","Intraplate / Continental crust (>25 km)"
"232050","Taftan","Iran","Arabia-Central Asia Volcanic Regions","Central Asia Volcanic Province","Composite","Stratovolcano",NA,NA,"28.6","61.13","3940","Andesite / Basaltic Andesite","Intraplate / Continental crust (>25 km)"
"232060","Dacht-i-Navar Group","Afghanistan","Arabia-Central Asia Volcanic Regions","Central Asia Volcanic Province","Minor","Lava dome(s)",NA,NA,"33.950000000000003","67.92","3800","Trachyandesite / Basaltic Trachyandesite","Intraplate / Continental crust (>25 km)"
"232070","Vakak Group","Afghanistan","Arabia-Central Asia Volcanic Regions","Central Asia Volcanic Province","Cluster","Volcanic field",NA,NA,"34.25","67.97","3190","Dacite","Intraplate / Continental crust (>25 km)"
"232800","Bijar Volcanic Field","Iran","Arabia-Central Asia Volcanic Regions","Caucasus Volcanic Province","Cluster","Volcanic field",NA,NA,"35.582999999999998","47.8","0",NA,"Intraplate / Continental crust (>25 km)"
"232801","Sultan","Pakistan","Arabia-Central Asia Volcanic Regions","Central Asia Volcanic Province","Cluster","Volcanic field",NA,NA,"29.1","62.8","2333",NA,"Intraplate / Continental crust (>25 km)"
"232803","Kuh-e Ayyub Ansar","Iran","Arabia-Central Asia Volcanic Regions","Caucasus Volcanic Province","Minor","Lava dome",NA,NA,"36.320999999999998","47.25","2506",NA,"Intraplate / Continental crust (>25 km)"
"232806","Gandom Beryan","Iran","Arabia-Central Asia Volcanic Regions","Central Asia Volcanic Province","Minor","Unknown",NA,NA,"31.343","57.517000000000003","500",NA,"Intraplate / Continental crust (>25 km)"
"232807","Dehaj-Meduk","Iran","Arabia-Central Asia Volcanic Regions","Central Asia Volcanic Province","Cluster","Volcanic field",NA,NA,"30.33","55.5","0",NA,"Intraplate / Continental crust (>25 km)"
"232808","Shahsavaran","Iran","Arabia-Central Asia Volcanic Regions","Central Asia Volcanic Province","Cluster","Volcanic field",NA,NA,"28.152000000000001","59.280999999999999","0",NA,"Intraplate / Continental crust (>25 km)"
"232809","Zardolou Group","Afghanistan","Arabia-Central Asia Volcanic Regions","Central Asia Volcanic Province","Minor","Lava dome(s)",NA,NA,"33.25","67.92","3000",NA,"Intraplate / Continental crust (>25 km)"
"232810","Loman Volcano Group","Afghanistan","Arabia-Central Asia Volcanic Regions","Central Asia Volcanic Province","Minor","Lava dome(s)",NA,NA,"33.33","67.849999999999994","4559",NA,"Intraplate / Continental crust (>25 km)"
"232812","East Neh","Iran","Arabia-Central Asia Volcanic Regions","Central Asia Volcanic Province","Minor","Unknown",NA,NA,"31.332999999999998","60.125999999999998","0",NA,NA
"233011","Ambre","Madagascar","Somalian-Antarctic Volcanic Regions","Madagascar-Comoros Volcanic Province","Cluster","Volcanic field",NA,NA,"-12.6","49.15","1475","Basalt / Picro-Basalt","Intraplate / Continental crust (>25 km)"
"233012","Nosy Be","Madagascar","Somalian-Antarctic Volcanic Regions","Madagascar-Comoros Volcanic Province","Cluster","Volcanic field",NA,NA,"-13.3233","48.289400000000001","419","Foidite","Intraplate / Continental crust (>25 km)"
"233014","Itasy Volcanic Field","Madagascar","Somalian-Antarctic Volcanic Regions","Central Madagascar Volcanic Province","Cluster","Volcanic field",NA,NA,"-19.0306","46.644399999999997","1800","Trachyte / Trachydacite","Intraplate / Continental crust (>25 km)"
"233015","Vakinankaratra","Madagascar","Somalian-Antarctic Volcanic Regions","Central Madagascar Volcanic Province","Cluster","Volcanic field",NA,NA,"-19.850000000000001","46.942","2644","Trachybasalt / Tephrite Basanite","Intraplate / Continental crust (>25 km)"
"233030","Jumelles-Mwezi Volcanic Field","Union of the Comoros","Somalian-Antarctic Volcanic Regions","Madagascar-Comoros Volcanic Province","Cluster",NA,NA,NA,"-12.301399999999999","45.5792","-1500",NA,"Intraplate / Oceanic crust (< 15 km)"
"233800","Moheli","Union of the Comoros","Somalian-Antarctic Volcanic Regions","Madagascar-Comoros Volcanic Province","Shield","Shield",NA,NA,"-12.3","43.72","790",NA,"Intraplate / Oceanic crust (< 15 km)"
"233801","Anjouan","Union of the Comoros","Somalian-Antarctic Volcanic Regions","Madagascar-Comoros Volcanic Province","Shield","Shield",NA,NA,"-12.2","44.45","1595",NA,"Intraplate / Oceanic crust (< 15 km)"
"233802","Neiges, Piton des","France","Somalian-Antarctic Volcanic Regions","Reunion Hotspot Volcano Group","Shield","Shield",NA,NA,"-21.08","55.48","3070",NA,"Intraplate / Oceanic crust (< 15 km)"
"233803","Mauritius","Mauritius","Somalian-Antarctic Volcanic Regions","Reunion Hotspot Volcano Group","Shield","Shield",NA,NA,"-20.32","57.65","826",NA,"Intraplate / Oceanic crust (< 15 km)"
"233804","Rodriguez Island","Mauritius","Somalian-Antarctic Volcanic Regions","Rodriguez Fracture Zone Volcano Group","Shield","Shield",NA,NA,"-19.7","63.42","396",NA,"Intraplate / Oceanic crust (< 15 km)"
"241010","Kaikohe-Bay of Islands","New Zealand","Tonga-Kermadec Volcanic Regions","Western North Island Volcanic Province","Cluster","Volcanic field",NA,NA,"-35.299999999999997","173.9","388","Trachybasalt / Tephrite Basanite","Subduction zone / Continental crust (>25 km)"
"241011","Puhipuhi-Whangarei","New Zealand","Tonga-Kermadec Volcanic Regions","Western North Island Volcanic Province","Cluster","Volcanic field",NA,NA,"-35.75","174.27","397","Trachybasalt / Tephrite Basanite","Subduction zone / Continental crust (>25 km)"
"241060","Reporoa","New Zealand","Tonga-Kermadec Volcanic Regions","Taupo Volcanic Arc","Caldera","Caldera",NA,NA,"-38.42","176.33","592","Rhyolite","Subduction zone / Continental crust (>25 km)"
"241061","Maroa","New Zealand","Tonga-Kermadec Volcanic Regions","Taupo Volcanic Arc","Caldera","Caldera(s)",NA,NA,"-38.42","176.08","897","Rhyolite","Subduction zone / Continental crust (>25 km)"
"241129","Rumble II East","New Zealand","Tonga-Kermadec Volcanic Regions","Southern Kermadec Volcanic Arc","Composite","Stratovolcano",NA,NA,"-35.417999999999999","178.65199999999999","-1150",NA,NA
"241133","Thompson","New Zealand","Tonga-Kermadec Volcanic Regions","Southern Kermadec Volcanic Arc","Composite","Stratovolcano",NA,NA,"-35.284999999999997","178.863","-1250",NA,NA
"241134","Silent II West","New Zealand","Tonga-Kermadec Volcanic Regions","Southern Kermadec Volcanic Arc","Composite","Stratovolcano",NA,NA,"-35.168999999999997","178.90199999999999","-780",NA,NA
"241135","Silent II East","New Zealand","Tonga-Kermadec Volcanic Regions","Southern Kermadec Volcanic Arc","Composite","Stratovolcano",NA,NA,"-35.21","178.97800000000001","-1250",NA,NA
"241141","Yokosuka","New Zealand","Tonga-Kermadec Volcanic Regions","Southern Kermadec Volcanic Arc","Composite","Stratovolcano",NA,NA,"-34.709000000000003","178.54499999999999","-1060",NA,NA
"241142","Rapuhia","New Zealand","Tonga-Kermadec Volcanic Regions","Southern Kermadec Volcanic Arc","Composite","Stratovolcano",NA,NA,"-34.776000000000003","178.505","-650",NA,"Subduction zone / Oceanic crust (< 15 km)"
"241143","Giljanes","New Zealand","Tonga-Kermadec Volcanic Regions","Southern Kermadec Volcanic Arc","Composite","Stratovolcano",NA,NA,"-34.774999999999999","178.57900000000001","-700",NA,NA
"241151","Kibblewhite","New Zealand","Tonga-Kermadec Volcanic Regions","Southern Kermadec Volcanic Arc","Composite","Stratovolcano",NA,NA,"-34.576000000000001","179.262","-1000",NA,"Subduction zone / Oceanic crust (< 15 km)"
"241200","Sonne","New Zealand","Tonga-Kermadec Volcanic Regions","Middle Kermadec Volcanic Arc","Composite","Stratovolcano",NA,NA,"-34.076999999999998","179.57599999999999","-995",NA,NA
"241201","Ngatoroirangi","New Zealand","Tonga-Kermadec Volcanic Regions","Middle Kermadec Volcanic Arc","Composite","Stratovolcano",NA,NA,"-33.728999999999999","179.827","-340",NA,NA
"241202","Cole","New Zealand","Tonga-Kermadec Volcanic Regions","Middle Kermadec Volcanic Arc","Composite","Stratovolcano",NA,NA,"-33.411000000000001","179.953","-2400",NA,NA
"241203","Kuiwai","New Zealand","Tonga-Kermadec Volcanic Regions","Middle Kermadec Volcanic Arc","Composite","Stratovolcano",NA,NA,"-33.158999999999999","-179.95699999999999","-560",NA,NA
"241204","Haungaroa","New Zealand","Tonga-Kermadec Volcanic Regions","Middle Kermadec Volcanic Arc","Composite","Stratovolcano",NA,NA,"-32.616999999999997","-179.624","-660",NA,NA
"241205","Oliver-Speight","New Zealand","Tonga-Kermadec Volcanic Regions","Middle Kermadec Volcanic Arc","Composite","Complex",NA,NA,"-32.387999999999998","-179.59100000000001","-1840",NA,NA
"241800","Hautere","New Zealand","Southern Pacific Volcanic Regions","Macquarie Ridge Volcanic Province","Composite","Stratovolcano",NA,NA,"-46.572000000000003","166.898","275",NA,"Subduction zone / Continental crust (>25 km)"
"241802","South Auckland","New Zealand","Tonga-Kermadec Volcanic Regions","Western North Island Volcanic Province","Cluster","Shield(s)",NA,NA,"-37.369999999999997","174.92","314",NA,"Intraplate / Continental crust (>25 km)"
"241803","Mokohinau Islands","New Zealand","Tonga-Kermadec Volcanic Regions","Western North Island Volcanic Province","Cluster","Volcanic field",NA,NA,"-35.924999999999997","175.125","134",NA,"Subduction zone / Continental crust (>25 km)"
"241804","Little Barrier","New Zealand","Tonga-Kermadec Volcanic Regions","Western North Island Volcanic Province","Composite","Stratovolcano",NA,NA,"-36.197000000000003","175.078","711",NA,"Subduction zone / Continental crust (>25 km)"
